feature_id,area,surface,feature,source_evidence,user_story,expected_behavior,status,last_tested,test_command,observed_behavior,error_id,fix_commit,retest_status,notes
STREAM-001,Exchange streaming,WebSocket,Watch order book,core/src/BaseExchange.ts:1431; core/src/server/ws-handler.ts,"As a streaming trader, I want live order book updates for one outcome so that my UI can stay current.","WebSocket subscribe with targetKind=exchange and method=watchOrderBook loops exchange.watchOrderBook and emits data events, or an error event on fatal failure.",tested_pass,2026-06-22,npm test --workspace=pmxt-core -- --runInBand test/pipeline/exchange-websocket-streaming.test.ts,"Exchange WebSocket tests passed: /ws watchOrderBook returns subscribed, emits data with symbol and order book payload, forwards args to the exchange, acknowledges unwatchOrderBook unsubscribe, and sends an error event on fatal watchOrderBook failure.",,,pass,
STREAM-002,Exchange streaming,WebSocket,Watch order books,core/src/BaseExchange.ts:1446; core/src/server/ws-handler.ts,"As a streaming trader, I want batched live order book updates so that I can watch related outcomes together.",WebSocket subscribe with method=watchOrderBooks emits per-symbol data events from the returned record.,tested_pass,2026-06-22,npm test --workspace=pmxt-core -- --runInBand test/pipeline/exchange-websocket-streaming.test.ts,"Exchange WebSocket tests passed: /ws watchOrderBooks returns subscribed, forwards outcome IDs and limit, splits returned records into per-symbol data events, acknowledges unsubscribe, and sends an error event on fatal batch-stream failure.",,,pass,
STREAM-003,Exchange streaming,WebSocket,Watch trades,core/src/BaseExchange.ts:1486; core/src/server/ws-handler.ts,"As a streaming trader, I want live trade updates so that I can monitor market prints.",WebSocket subscribe with method=watchTrades loops exchange.watchTrades and emits trade data events.,tested_pass,2026-06-22,npm test --workspace=pmxt-core -- --runInBand test/pipeline/exchange-websocket-streaming.test.ts,"Exchange WebSocket tests passed: /ws watchTrades returns subscribed, forwards the outcome ID, emits trade-array data events, acknowledges unsubscribe, and sends an error event on fatal watchTrades failure.",,,pass,
STREAM-004,Exchange streaming,SDK,Watch all order books,sdks/typescript/pmxt/client.ts:1972; sdks/python/pmxt/client.py:2588,"As a hosted streaming user, I want a firehose of order-book updates so that I can consume multiple venues from one stream.",SDK watchAllOrderBooks subscribes to the hosted websocket and returns FirehoseEvent updates filtered by optional venues.,fixed_retest_pass,2026-06-23,"Production websocket smoke against wss://api.pmxt.dev/ws with watchAllOrderBooks, firehose, and watchAllOrderBooks([polymarket]); hosted main checks for 94cc6af; obdata relay cargo test","After fixes, hosted health reported priceWatcher.connected=true with cacheSize=452, final quick smoke received data in 0.68s, and combined 50.2s smoke stayed open past the old close window with no close while receiving all-watch=1257, all-firehose=1257, poly-watch=805 data frames.",HOSTED-WS-001,hosted-pmxt:bb61353; hosted-pmxt:528a593; hosted-pmxt:ccc2b38; hosted-pmxt:94cc6af; obdata:489a698,pass,"Root causes were Cloud Run 30s request timeout, stale hosted obdata route, and stale hosted obdata relay key. Protocol ping alone did not fix production; app heartbeat proved frames were visible but timeout still closed at ~32s. Cloud Run --timeout=900s fixed connection lifetime; OBDATA_WS_URL pin plus obdata WS_API_KEYS rotation restored upstream book data."
HOSTED-001,Hosted Router,HTTP,Fetch matched event clusters,docs/api-reference/openapi-hosted.json operationId=getV0Matched-event-clusters,"As a hosted API user, I want clustered matched events so that I can browse cross-venue event relationships without flattening to pairs.",GET /v0/matched-event-clusters returns connected clusters of semantically matched events across venues.,tested_pass,2026-06-22,npm test --workspace=pmxtjs -- --runInBand tests/ws-client.test.ts tests/hosted-dispatch.test.ts tests/router-clusters.test.ts; python3 -m pytest sdks/python/tests/test_streaming_ws_transport.py sdks/python/tests/test_ws_client.py sdks/python/tests/test_hosted_dispatch.py sdks/python/tests/test_router_clusters.py; npm test --workspace=pmxtjs; python3 -m pytest sdks/python/tests,"Focused TypeScript stream/hosted/router suites passed 24 tests and focused Python stream/hosted/router suites passed 45 tests; full TypeScript SDK suite passed 79 tests and full Python SDK suite passed 263 selected tests with 66 deselected. Router cluster contract tests verify authenticated GET /v0/matched-event-clusters with filters and parse connected event clusters, nested events, markets, relations, confidence, and raw match metadata. Read-only live hosted smoke with the local PMXT key returned 1 matched event cluster.",,,pass,SDK contract coverage plus live authenticated hosted read passed.
HOSTED-002,Hosted Router,HTTP,Fetch matched market clusters,docs/api-reference/openapi-hosted.json operationId=getV0Matched-market-clusters,"As a hosted API user, I want clustered matched markets so that I can browse cross-venue market relationships without flattening to pairs.",GET /v0/matched-market-clusters returns connected clusters of semantically matched markets across venues.,tested_pass,2026-06-22,npm test --workspace=pmxtjs -- --runInBand tests/ws-client.test.ts tests/hosted-dispatch.test.ts tests/router-clusters.test.ts; python3 -m pytest sdks/python/tests/test_streaming_ws_transport.py sdks/python/tests/test_ws_client.py sdks/python/tests/test_hosted_dispatch.py sdks/python/tests/test_router_clusters.py; npm test --workspace=pmxtjs; python3 -m pytest sdks/python/tests,"Focused TypeScript stream/hosted/router suites passed 24 tests and focused Python stream/hosted/router suites passed 45 tests; full TypeScript SDK suite passed 79 tests and full Python SDK suite passed 263 selected tests with 66 deselected. Router cluster contract tests verify authenticated GET /v0/matched-market-clusters with query, relation, venue, confidence, orderbook, raw-match, and pagination filters, then parse connected market clusters, nested markets/outcomes, relations, confidence, and raw match metadata. Read-only live hosted smoke with the local PMXT key returned 1 matched market cluster.",,,pass,SDK contract coverage plus live authenticated hosted read passed.
HOSTED-003,Enterprise,HTTP,Read-only SQL,docs/api-reference/openapi-hosted.json operationId=postV0Sql; core/src/server/sql-route.ts,"As an enterprise user, I want read-only SQL access so that I can query PMXT data safely.",POST /v0/sql executes read-only ClickHouse SQL and rejects unsafe or mutating statements.,tested_pass,2026-06-22,npm test --workspace=pmxt-core -- --runInBand test/pipeline/sql-route.test.ts,"SQL route accepted hosted POST body and GET query shapes, rejected missing and write queries before config checks, enforced enterprise plan, and proxied read-only SQL to fake ClickHouse with readonly limits.",,,pass,
HOSTED-013,Enterprise,HTTP,Fetch Enterprise matched markets,sdks/cli/commands/enterprise/matched-markets.js; sdks/cli/scripts/verify-enterprise-cli.js; sdks/cli/cli/generated/metadata.js; core/src/router/client.ts,"As an enterprise CLI user, I want matched-market pairs so that I can inspect cross-venue relationships in the legacy pairwise Enterprise API.","GET /v0/matched-markets accepts authenticated read-only query params such as query, relations, minDifference, category, limit, minConfidence, and includePrices, and returns pairwise matched-market rows with pagination metadata.",tested_pass,2026-06-23,"npm test --workspace=@pmxt/cli; authenticated read-only smoke: /v0/matched-markets?limit=1","CLI verification passed across 84 files, including enterprise command routing and query serialization. Unauthenticated hosted smoke returned 401 missing api key, confirming the route is gated rather than absent. Authenticated read-only live smoke against api.pmxt.dev returned HTTP 200 with one matched-market row and data/meta keys.",,,pass,Read-only Enterprise endpoint; no trading side effects. Endpoint is intentionally represented through the Enterprise CLI surface rather than the public hosted OpenAPI navigation.
HOSTED-014,Enterprise,HTTP,Fetch Enterprise matched prices,sdks/cli/commands/enterprise/matched-prices.js; sdks/cli/scripts/verify-enterprise-cli.js; sdks/cli/cli/generated/metadata.js,"As an enterprise CLI user, I want matched-market prices so that I can query cross-venue pairwise price comparisons in the legacy Enterprise API.","GET /v0/matched-prices accepts authenticated read-only relation, minDifference, category, limit, minConfidence, and includePrices query params, and returns matched-price rows with pagination metadata.",tested_pass,2026-06-23,"npm test --workspace=@pmxt/cli; authenticated read-only smoke: /v0/matched-prices?limit=1","CLI verification passed across 84 files, including enterprise command routing and query serialization. Unauthenticated hosted smoke returned 401 missing api key, confirming the route is gated rather than absent. Authenticated read-only live smoke against api.pmxt.dev returned HTTP 200 with an empty successful data array and data/meta keys.",,,pass,Read-only Enterprise endpoint; no trading side effects. Endpoint is intentionally represented through the Enterprise CLI surface rather than the public hosted OpenAPI navigation.
HOSTED-004,Hosted trading,HTTP,Build hosted order,docs/api-reference/openapi-hosted-trading.json operationId=buildOrderHosted; sdks/typescript/pmxt/hosted-routing.ts,"As a hosted trader, I want to build an order before submitting so that a wallet can review and sign typed data.","POST /v0/trade/build-order returns typed_data, a built_order_id, quote details, resolved venue fields, and the originating build_request without placing the trade.",tested_pass,2026-06-23,npm test --workspace=pmxtjs -- --runInBand tests/hosted-dispatch.test.ts; python3 -m pytest sdks/python/tests/test_hosted_dispatch.py; live authenticated non-submitting Polymarket buildOrder smoke via node_modules/.bin/tsx using PMXT_API_KEY + wallet address only,"Mocked SDK dispatch coverage still passes. Live hosted buildOrder fetched 8 Polymarket markets, built a $10 market buy for will-congo-dr-win-the-2026-fifa-world-cup without signing/submitting, and returned built_order_id, typed_data, quote, resolved, pull_typed_data, side, and SDK-attached build_request.",,,pass,Live authenticated build-order coverage passed for a valid Polymarket market without using a private key or submitting. OpenAPI/schema contract uses quote/resolved rather than economics/order_preview. Edge observed during smoke: the first sampled market returned hosted 502 Failed to fetch orderbook from CLOB before a second market built successfully; local hosted-pmxt checkout did not contain the live /v0/trade/build-order implementation to patch.
HOSTED-005,Hosted trading,HTTP,Submit hosted order,docs/api-reference/openapi-hosted-trading.json operationId=submitOrderHosted; sdks/typescript/pmxt/hosted-routing.ts,"As a hosted trader, I want to submit a signed built order so that the trade is placed after explicit wallet approval.",POST /v0/trade/submit-order accepts built_order_id and signature before expiry and returns the resulting Order.,tested_partial,2026-06-23,"npm test --workspace=pmxtjs -- --runInBand tests/hosted-dispatch.test.ts; python3 -m pytest sdks/python/tests/test_hosted_dispatch.py; pmxt-trading uv run --extra dev pytest services/trading-api/tests/test_compute_quote_key.py services/trading-api/tests/test_v0_endpoints.py -q; live authenticated non-mutating POST /v0/trade/build-order then invalid-signature POST /v0/trade/submit-order smoke using PMXT_API_KEY and wallet address","SDK dispatch tests verify submitOrder routes to POST /v0/trade/submit-order with signer flow and raises locally when signer/signature requirements are missing. Live smoke built a valid order for will-congo-dr-win-the-2026-fifa-world-cup with built_order_id and typed_data. Before fix, invalid signature submit returned HTTP 500 with no structured body. After pmxt-trading fix and Hetzner deploy, the same invalid-signature path returned HTTP 422 with detail.code=invalid_signature and detail.message=Invalid signature; open order count stayed 1 before and after.",HOSTED-SUBMIT-001; HOSTED-LIVE-FUNDS-001,pmxt-trading:46f8023,pass,Valid live signed submit remains intentionally unattempted because it would place an order and spend funds; negative validation path and no-mutation behavior verified live.
HOSTED-006,Hosted trading,HTTP,Create hosted order,docs/api-reference/openapi-hosted-trading.json operationId=createOrderHosted; sdks/typescript/pmxt/client.ts:2574,"As a hosted trader, I want one-shot order creation so that the SDK can build, sign, and submit a trade for me.","POST /v0/trade/create-order places a buy or sell order on supported hosted venues and returns id, status, fill data, fees, and tx hash when available.",tested_partial,2026-06-23,"npm test --workspace=pmxtjs -- --runInBand tests/hosted-dispatch.test.ts; python3 -m pytest sdks/python/tests/test_hosted_dispatch.py; live authenticated TypeScript SDK createOrder smoke using fixed Polymarket outcome and throwaway mismatched signer","Hosted dispatch tests verify createOrder performs build-sign-submit sequencing, routes build and submit calls, preserves optional ID behavior, and raises locally without signer. Live TypeScript SDK createOrder smoke used a fixed will-congo-dr-win-the-2026-fifa-world-cup outcome and a throwaway mismatched signer; the SDK built and signed, production submit returned InvalidSignature with HTTP 422 invalid_signature, no order was created, and open order count stayed 1 before and after.",HOSTED-SUBMIT-001; HOSTED-LIVE-FUNDS-001,pmxt-trading:46f8023,pass,Live authenticated createOrder orchestration reached production build-sign-submit safely via mismatched signer. Valid live signed createOrder remains intentionally unattempted because it would place an order and spend funds.
HOSTED-007,Hosted trading,HTTP,Build hosted cancel,docs/api-reference/openapi-hosted-trading.json operationId=cancelOrderHosted,"As a hosted trader, I want to start a cancel flow so that a wallet can sign the cancel payload before it is submitted.","POST /v0/orders/cancel/build returns cancel typed data for an existing open order; the SDK cancelOrder chains build, sign, and submit.",tested_pass,2026-06-23,npm test --workspace=pmxtjs -- --runInBand tests/hosted-dispatch.test.ts; python3 -m pytest sdks/python/tests/test_hosted_dispatch.py; live authenticated non-submitting POST /v0/orders/cancel/build smoke using PMXT_API_KEY + wallet address,"Mocked SDK dispatch coverage verifies cancelOrder routes through POST /v0/orders/cancel/build and POST /v0/orders/cancel with signer-backed flow. Live hosted cancel-build smoke read 1 open order, then POST /v0/orders/cancel/build returned 200 with cancel_id, deadline, and typed_data without signing or submitting the cancel.",,,pass,Live authenticated cancel-build coverage passed without signing or submitting a cancellation. Signed live cancel submission remains intentionally unattempted because it would affect an open order.
HOSTED-008,Hosted account,HTTP,Fetch hosted balance,docs/api-reference/openapi-hosted-trading.json operationId=fetchBalanceHosted; sdks/typescript/pmxt/client.ts:1412,"As a hosted trader, I want escrow balance so that I know available PMXT trading funds.",GET /v0/user/{address}/balances returns the wallet balance inside PMXT escrow rather than wallet on-chain USDC.,fixed_retest_pass,2026-06-23,npm test --workspace=pmxtjs -- --runInBand tests/hosted-dispatch.test.ts; python3 -m pytest sdks/python/tests/test_hosted_dispatch.py; npx tsc --project sdks/typescript/tsconfig.json --noEmit; npm test --workspace=pmxtjs,"Retest caught the TypeScript SDK hosted fetchBalance path returning [] for the v0 { balances: [...] } envelope. After fix, hosted-dispatch passes for the balance envelope and full TypeScript SDK suite passes. Prior live authenticated hosted balance read coverage remains valid.",TS-SDK-001; TS-SDK-V0-WRAPPER-001,af68e88; 723fdd4,pass,Hosted balance v0 envelope parsing fixed and retested in TypeScript SDK; Python parity suite still passes.
HOSTED-009,Hosted account,HTTP,Fetch hosted positions,docs/api-reference/openapi-hosted-trading.json operationId=fetchPositionsHosted; sdks/typescript/pmxt/client.ts:1378,"As a hosted trader, I want open positions across hosted venues so that I can see my exposure.","GET /v0/user/{address}/positions returns positions with market, outcome, share count, and average entry price; mark-to-market fields may be null.",fixed_retest_pass,2026-06-23,npm test --workspace=pmxtjs -- --runInBand tests/hosted-dispatch.test.ts; python3 -m pytest sdks/python/tests/test_hosted_dispatch.py; npx tsc --project sdks/typescript/tsconfig.json --noEmit; npm test --workspace=pmxtjs,"Retest confirmed TypeScript SDK hosted fetchPositions now accepts the v0 { positions: [...] } envelope while preserving direct-array compatibility; focused hosted dispatch, Python parity, TypeScript typecheck, and full TypeScript SDK suite passed. Prior live authenticated positions read coverage remains valid.",TS-SDK-V0-WRAPPER-001,723fdd4,pass,Hosted positions v0 envelope parsing fixed and retested in TypeScript SDK.
HOSTED-010,Hosted account,HTTP,Fetch hosted open orders,docs/api-reference/openapi-hosted-trading.json operationId=fetchOpenOrdersHosted; sdks/typescript/pmxt/client.ts:1254,"As a hosted trader, I want open hosted orders so that I can monitor resting orders.",GET /v0/orders/open lists wallet orders that have not filled or cancelled and supports venue filtering.,tested_pass,2026-06-22,npm test --workspace=pmxtjs -- --runInBand tests/ws-client.test.ts tests/hosted-dispatch.test.ts tests/router-clusters.test.ts; python3 -m pytest sdks/python/tests/test_streaming_ws_transport.py sdks/python/tests/test_ws_client.py sdks/python/tests/test_hosted_dispatch.py sdks/python/tests/test_router_clusters.py; npx tsx sdks/typescript/tests/e2e/hosted-driver.ts; (cd sdks/python && python3 -m tests.e2e.hosted_driver); npm test --workspace=pmxtjs; python3 -m pytest sdks/python/tests,"Hosted read dispatch tests verify fetchOpenOrders routes to GET /v0/orders/open with wallet address query, supports market filtering in Python, and raises MissingWalletAddress before network when no wallet is configured. Focused TypeScript stream/hosted/router suites passed 24 tests; focused Python stream/hosted/router suites passed 45 tests; TS hosted e2e driver passed 12/12 with 5 captured trade.pmxt.dev/v0 URLs; Python hosted e2e driver passed 15/15 with 5 captured trade.pmxt.dev/v0 URLs; full SDK suites passed 79 TypeScript tests and 263 selected Python tests. Read-only live authenticated hosted smoke returned 1 open order for the configured wallet.",,,pass,"Mocked transport, bogus-key URL-routing, and live authenticated hosted read coverage passed."
HOSTED-011,Hosted account,HTTP,Fetch hosted trades,docs/api-reference/openapi-hosted-trading.json operationId=fetchMyTradesHosted; sdks/typescript/pmxt/client.ts:1292,"As a hosted trader, I want fill history so that I can reconcile hosted order executions.","GET /v0/user/{address}/trades returns historical fills with executed price, size, and settlement tx hash where available.",tested_pass,2026-06-22,npm test --workspace=pmxtjs -- --runInBand tests/ws-client.test.ts tests/hosted-dispatch.test.ts tests/router-clusters.test.ts; python3 -m pytest sdks/python/tests/test_streaming_ws_transport.py sdks/python/tests/test_ws_client.py sdks/python/tests/test_hosted_dispatch.py sdks/python/tests/test_router_clusters.py; npx tsx sdks/typescript/tests/e2e/hosted-driver.ts; (cd sdks/python && python3 -m tests.e2e.hosted_driver); npm test --workspace=pmxtjs; python3 -m pytest sdks/python/tests,Hosted read dispatch tests verify fetchMyTrades routes to GET /v0/user/{address}/trades and raises MissingWalletAddress before network when no wallet is configured. Focused TypeScript stream/hosted/router suites passed 24 tests; focused Python stream/hosted/router suites passed 45 tests; TS hosted e2e driver passed 12/12 with 5 captured trade.pmxt.dev/v0 URLs; Python hosted e2e driver passed 15/15 with 5 captured trade.pmxt.dev/v0 URLs; full SDK suites passed 79 TypeScript tests and 263 selected Python tests. Read-only live authenticated hosted smoke returned 100 trades for the configured wallet.,,,pass,"Mocked transport, bogus-key URL-routing, and live authenticated hosted read coverage passed."
HOSTED-012,Hosted account,HTTP,Fetch hosted order,docs/api-reference/openapi-hosted-trading.json operationId=fetchOrderHosted; sdks/typescript/pmxt/client.ts:1222,"As a hosted trader, I want to look up one hosted order so that I can check current status and fill progress.","GET /v0/orders/{order_id} returns order status, filled and remaining size, average price, and tx hash when settled.",fixed_retest_pass,2026-06-23,npm test --workspace=pmxtjs -- --runInBand tests/hosted-dispatch.test.ts; python3 -m pytest sdks/python/tests/test_hosted_dispatch.py; npx tsc --project sdks/typescript/tsconfig.json --noEmit; npm test --workspace=pmxtjs,"Retest confirmed TypeScript SDK hosted fetchOrder now unwraps the v0 { order: {...} } envelope before mapping to Order; focused hosted dispatch, Python parity, TypeScript typecheck, and full TypeScript SDK suite passed. Prior live authenticated fetchOrder coverage remains valid.",TS-SDK-V0-WRAPPER-001,723fdd4,pass,Hosted fetchOrder v0 envelope parsing fixed and retested in TypeScript SDK.
SDK-001,SDK,TypeScript,TypeScript exchange client,sdks/typescript/pmxt/client.ts; sdks/typescript/package.json,"As a TypeScript developer, I want a typed PMXT client so that I can call local or hosted PMXT methods from Node applications.","The pmxtjs package exposes exchange classes with camelCase methods, converts response models, chooses hosted or local base URL, and dispatches hosted trading when PMXT API key and wallet configuration require it.",fixed_retest_pass,2026-06-23,"npm test --workspace=pmxtjs -- --runInBand tests/hosted-dispatch.test.ts; python3 -m pytest sdks/python/tests/test_hosted_dispatch.py; npx tsc --project sdks/typescript/tsconfig.json --noEmit; npm test --workspace=pmxtjs; RED/GREEN: npm test --workspace=pmxtjs -- --runInBand sdks/typescript/tests/sidecar-order-param-forwarding.test.ts; npm test --workspace=pmxtjs -- --runInBand","Retest caught three TypeScript SDK regressions: hosted v0 read methods did not consistently unwrap {balances|positions|order} envelopes, explicit local baseUrl clients still followed a sidecar lock on a different port, and PMXT_BASE_URL=LOCAL_URL clients also followed that lock. After fixes, focused hosted dispatch passed 18 tests, Python parity passed 26 tests, TypeScript typecheck passed, and the full TypeScript SDK suite passed 53 tests.",TS-SDK-001; TS-SDK-002; TS-SDK-003; TS-SDK-V0-WRAPPER-001; TS-SDK-BASEURL-001; TS-SDK-BASEURL-002,af68e88; d17bc0c; f738d74; 723fdd4; cf9758d; cc8ded0,pass,"TypeScript SDK logistical failures fixed and fully retested, including hosted v0 wrapper parsing, explicit local baseUrl precedence, and PMXT_BASE_URL env override precedence over sidecar lock discovery."
SDK-002,SDK,Python,Python exchange client,sdks/python/pmxt/client.py; sdks/python/pyproject.toml,"As a Python developer, I want a Pythonic PMXT client so that I can call the same PMXT features with snake_case methods.","The pmxt package exposes exchange classes with snake_case methods, converts dataclasses, chooses hosted or local base URL, and dispatches hosted trading where supported.",fixed_retest_pass,2026-06-23,"python3 -m pytest sdks/python/tests; python3 -c 'import sys; sys.path.insert(0, ""sdks/python""); import pmxt; h=pmxt.Hunch(); print(type(h).__name__, getattr(h, ""exchange_name"", None))'","Python SDK test suite previously passed 263 selected tests. Current smoke initially reproduced PMXT server startup timeout through the default local constructor path; after ac31338, pmxt.Hunch() constructed successfully against the real local sidecar and printed Hunch hunch.",SDK-LAUNCHER-001,ac31338,pass,Default Python exchange construction now survives an unhealthy existing launcher lock after the shared launcher refreshes it.
SDK-003,SDK,TypeScript Python and CLI,Local server manager,sdks/typescript/pmxt/server-manager.ts; sdks/python/pmxt/server_manager.py; sdks/cli/cli/server-manager.js; core/bin/pmxt-ensure-server; core/bin/pmxt-ensure-server.js,"As an SDK or CLI user, I want to start, stop, restart, and check a local PMXT service so that self-hosted calls work without manual server management.","Server manager helpers and launchers locate or launch the bundled local service, refresh unhealthy stale locks, expose status, start, stop, restart, health, and logs behavior, and avoid attaching to unrelated sidecars.",fixed_retest_pass,2026-06-23,"RED/GREEN: npm test --workspace=pmxtjs -- --runInBand sdks/typescript/tests/server-manager.test.ts; node sdks/cli/scripts/verify-server-manager.js; python3 -m pytest sdks/python/tests/test_server_manager.py; npm test --workspace=pmxt-core -- --runInBand core/test/server/pmxt-ensure-server.test.ts; core/bin/pmxt-ensure-server; python3 -c Hunch constructor smoke; npx tsc --project core/tsconfig.json --noEmit; npm test --workspace=pmxt-core -- --runInBand","Retest caught lockless server-manager drift across TypeScript SDK, CLI, and Python SDK, then a current launcher drift where pmxt-ensure-server preserved an unhealthy existing lock and timed out instead of waiting for the replacement sidecar lock. After fixes, focused launcher red/green passed, real launcher exited 0 outside sandbox, Python constructor smoke passed, core typecheck passed, and full core suite passed 731 tests with 3 skipped.",SDK-SERVER-001; SDK-SERVER-002; SDK-LAUNCHER-001,72aaf62; 5b68eca; ac31338,pass,"Server managers now require the current HOME lock port before health/status probes, Python wait-for-health waits for the new launcher's lock, and pmxt-ensure-server removes the matching unhealthy lock before spawning a replacement sidecar."
SDK-004,SDK,TypeScript and Python,Hosted typed-data validation and signing,sdks/typescript/pmxt/hosted-typed-data.ts; sdks/python/pmxt/_hosted_typeddata.py,"As a hosted trader, I want typed data verified before and after signing so that malformed or tampered orders are rejected client side.","Hosted signing validates schema, economics, 65-byte signature shape, low-s canonical signatures, v value, and recovered signer.",tested_pass,2026-06-22,npm test --workspace=pmxtjs -- --runInBand tests/hosted-typed-data.test.ts; npm test --workspace=pmxtjs; python3 -m pytest sdks/python/tests/test_hosted_typeddata.py,"TypeScript direct guardrail tests passed for valid Polymarket buy schema/economics, wrong chain, foreign contract, reordered fields, extra or missing message keys, expired deadline, wallet mismatch, tampered max cost, invalid market worst price, valid signature verification, wrong length, high-s, and wrong recovered signer. Python hosted typed-data suite passed 34 tests for prod fixtures, schema guardrails, economics, signature recovery, high-s rejection, wrong length, wrong recovered address, v normalization, and 6-dec precision.",,,pass,
SDK-005,SDK,TypeScript and Python,Escrow helper,sdks/typescript/pmxt/escrow.ts; sdks/typescript/pmxt/client.ts; sdks/python/pmxt/escrow.py,"As a hosted trader, I want escrow helpers so that I can deposit, withdraw, and inspect escrow lifecycle from the SDK.","Escrow helper wraps hosted custody operations, validates inputs locally, includes configured wallet context, omits inapplicable optional fields, and uses configured wallet and signer data without hardcoded secrets.",fixed_retest_pass,2026-06-23,"RED/GREEN: npm test --workspace=pmxtjs -- --runInBand sdks/typescript/tests/escrow.test.ts; npx tsc --project sdks/typescript/tsconfig.json --noEmit; npm test --workspace=pmxtjs -- --runInBand","TypeScript escrow drift recurred: approval omitted user_address, kept uppercase token, sent amount_wei:null, deposit/withdraw omitted user_address and token fields, withdraw sent amount:null for claim/cancel, and invalid token/amount/action/include values reached network dispatch. The fix restored Python-parity validation and payload shape, and exposed walletAddress/signer on PolymarketOptions. Focused escrow tests passed, TypeScript typecheck passed, and full TypeScript SDK passed 57 tests.",SDK-ESCROW-001; SDK-ESCROW-002,8d8f06b; 8f23935,pass,"Logistical SDK parity/validation error in TypeScript escrow helper fixed again with restored regression coverage; Polymarket hosted wallet/signer options are now typed."
CLI-001,CLI,Command line,Root help and aliases,sdks/cli/bin/pmxt.js; sdks/cli/cli/argv-aliases.js; sdks/cli/cli/help.js,"As a CLI user, I want clear root help and aliases so that I can discover PMXT commands quickly.",pmxt with no command or help flags renders root help; alias normalization maps curated short names to generated operation commands.,tested_pass,2026-06-22,npm test --workspace=@pmxt/cli,"CLI validation, argv alias normalizer, root help, color, runtime error, feed, enterprise, and production copy verifiers all passed after fixing feed verifier isolation.",,,pass,
CLI-002,CLI,Command line,Auth management,sdks/cli/commands/auth/*.js; sdks/cli/cli/auth-store.js,"As a CLI user, I want to save and inspect PMXT and venue credentials so that repeated commands can authenticate without flags.","auth login, logout, status, set-exchange, status-exchange, and remove-exchange manage local credential storage and avoid printing secrets.",tested_pass,2026-06-22,npm test --workspace=@pmxt/cli,"Full CLI suite passed. verify-auth-cli covered login, status, logout, set-exchange, status-exchange, remove-exchange, secret redaction, and auth store mode 0600 in an isolated temp store.",,,pass,
CLI-003,CLI,Command line,Exchange data commands,sdks/cli/commands/markets.js; sdks/cli/commands/events.js; sdks/cli/commands/market.js; sdks/cli/commands/event.js,"As a CLI user, I want exchange-first data commands so that I can fetch markets, events, order books, trades, balances, and positions from a terminal.","CLI data commands resolve exchange, hosted or local mode, parameters, output format, and call the matching PMXT operation.",tested_pass,2026-06-22,node sdks/cli/scripts/verify-venue-order-cli.js; npm test --workspace=@pmxt/cli,"verify-venue-order-cli covered markets, market, events, event, paginated market/event fetches, orderbook(s), trades, balance, positions, OHLCV, execution-price commands, credentials serialization, and HTTP method/args. Full CLI suite also covered exchange-first argv normalization and runtime local/hosted/custom mode selection.",,,pass,
CLI-004,CLI,Command line,Order commands,sdks/cli/commands/order/*.js; sdks/cli/commands/orders/*.js,"As a CLI trader, I want order commands so that I can build, create, submit, cancel, and inspect orders from a terminal.","order and orders commands call buildOrder, createOrder, submitOrder, cancelOrder, fetchOrder, fetchOpenOrders, fetchClosedOrders, fetchAllOrders, and fetchMyTrades as appropriate.",tested_pass,2026-06-22,node sdks/cli/scripts/verify-venue-order-cli.js; npm test --workspace=@pmxt/cli,"verify-venue-order-cli covered createOrder, buildOrder, submitOrder, cancelOrder, fetchOrder, fetchOpenOrders, fetchClosedOrders, fetchAllOrders, fetchMyTrades, and local validation for missing limit-order price before network I/O. Full CLI suite passed.",,,pass,
CLI-005,CLI,Command line,Local server commands,sdks/cli/commands/server/*.js; sdks/cli/cli/server-manager.js,"As a CLI user, I want to manage the local PMXT server so that local mode is operational from the terminal.","server start, stop, restart, status, health, and logs manage or inspect a local PMXT service.",fixed_retest_pass,2026-06-22,RED: node sdks/cli/scripts/verify-server-cli.js; GREEN: npm test --workspace=@pmxt/cli; isolated CLI lifecycle commands with HOME=/private/tmp/pmxt-cli-server-lifecycle-codex,"Manual isolated CLI lifecycle passed server start, status, health, logs, restart, and stop outside the sandbox. Regression test covers command dispatch and verifies status/health do not probe the default port when the current HOME has no lock. Post-fix stopped status reports stopped instead of attaching to an unrelated sidecar.",SDK-SERVER-001,72aaf62,pass,Initial sandboxed server start failed with EPERM on loopback bind; approved outside-sandbox isolated temp-HOME retest passed.
CLI-006,CLI,Command line,Watch commands,sdks/cli/commands/watch/*.js; sdks/cli/cli/streaming.js,"As a CLI user, I want streaming commands so that I can watch order books and trades as JSONL.","watch commands subscribe over WebSocket, print data events, and handle errors and interrupts cleanly.",tested_pass,2026-06-22,node sdks/cli/scripts/verify-watch-cli.js; npm test --workspace=@pmxt/cli,"verify-watch-cli covered watchOrderBook, watchOrderBooks, watchAllOrderBooks, and watchTrades subscribe payloads against a local WebSocket server, JSONL data output with --max-messages shutdown, stream error rejection, and SIGINT listener cleanup. Full CLI suite passed.",,,pass,
